Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Reporter,Experimental Condition [Growth Condition],Comment [Experimental Description],Assay Name (figure name),Source Name,Comment [Image File Path],Image File Type ,Comment [Image File Type],Comment [Image File],Comment [Imaging],Channels
06 Meiotic S-phase,2019-03-13 ASY x PCNA 035 bud a 15min.czi [2],Arabidopsis thaliana,NCBITaxon,3702,"S-phase speckles PCNA:TagRFP (561nm), Meiosis ASY1:eYFP (488nm)",16 h/8 h light/dark regime at 21 °C ,Protein localization in male meiotic S-phase in a flower. Two different proteins were followed in time. Time lapse imaging of PCNA:TagRFP (561nm) and ASY1:eYFP (488nm) in pollen mother cells. ASY1 protein gets progressively expressed. PCNA speckles can be observed during the development. ,Protein localization in meiotic S-phase.,figure 06,/20191219-disk01/figure 06/Sphase ASY PCNA/2019-03-13 ASY x PCNA 035 bud a 15min.czi,czi,raw,Time point 1-177,images taken every 15 min,"561nm, 488nm"
06 Meiotic S-phase,2019-03-13 ASY x PCNA 035 bud a 15min.czi [3],Arabidopsis thaliana,NCBITaxon,3702,"S-phase speckles PCNA:TagRFP (561nm), Meiosis ASY1:eYFP (488nm)",16 h/8 h light/dark regime at 21 °C ,Protein localization in male meiotic S-phase in a flower. Two different proteins were followed in time. Time lapse imaging of PCNA:TagRFP (561nm) and ASY1:eYFP (488nm) in pollen mother cells. ASY1 protein gets progressively expressed. PCNA speckles can be observed during the development. ,Protein localization in meiotic S-phase.,figure 06,/20191219-disk01/figure 06/Sphase ASY PCNA/2019-03-13 ASY x PCNA 035 bud a 15min.czi,czi,raw,Time point 1-177,images taken every 15 min,"561nm, 488nm"
07 Male Meiosis,045 a 2 minC.czi,Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of male meiosis in a flower.,Time lapse imaging of meiosis II in smg7-1 mutants.,figure 07,/20191219-disk02/figure 07/wild type male meiosis HTA10/045 a 2 minC,czi,raw,Time point  0 - 80,"dual illumination, images taken every 2 min","488nm L, 561nm L, 488nm R, 561nm R"
07 Male Meiosis,2018-08-27 smg 04 a 5min.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of meiosis in smg7-1 mutants. Scanned flower contain multiple anthers undergoing meiosis.,Time lapse imaging of meiosis II in smg7-1 mutants.,figure 07,/20191219-disk02/figure 07/smg7_1 mutant male meiosis/2018-08-27 smg 04 a 5min,czi,raw,Time point  0 - 51,"dual illumination, images taken every 5 min","488nm L, 561nm L, 488nm R, 561nm R"
07 Male Meiosis,2018-08-27 smg 04 a 5min.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of meiosis in smg7-1 mutants. Scanned flower contain multiple anthers undergoing meiosis.,Time lapse imaging of meiosis II in smg7-1 mutants.,figure 07,/20191219-disk02/figure 07/smg7_1 mutant male meiosis/2018-08-27 smg 04 a 5min,czi,raw,Time point  0 - 51,"dual illumination, images taken every 5 min","488nm L, 561nm L, 488nm R, 561nm R"
07 Male Meiosis,2018-08-27 smg 04 a 5min.czi [2],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of meiosis in smg7-1 mutants. Scanned flower contain multiple anthers undergoing meiosis.,Time lapse imaging of meiosis II in smg7-1 mutants.,figure 07,/20191219-disk02/figure 07/smg7_1 mutant male meiosis/2018-08-27 smg 04 a 5min,czi,raw,Time point  0 - 51,"dual illumination, images taken every 5 min","488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Growth,2018-12-03 HTR 03 budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60m.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/2018-12-03 HTR 03 budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60m.czi,czi,raw,Time point 1-44,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60m.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/2018-12-03 HTR 03 budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60m.czi,czi,raw,Time point 1-44,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap framefull mag1.7 Zopt 50ms G20 R10 a 60mC.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/2018-12-03 HTR 03 buds budN05 FEPcap framefull mag1.7 Zopt 50ms G20 R10 a 60mC.czi,czi,raw,Time point 48,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap framefull mag1.7 Zopt 50ms G20 R10 a 60mC.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/2018-12-03 HTR 03 buds budN05 FEPcap framefull mag1.7 Zopt 50ms G20 R10 a 60mC.czi,czi,raw,Time point 48,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap framefull mag17 Zopt 50ms G20 R10 a 60mB.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/2018-12-03 HTR 03 buds budN05 FEPcap framefull mag17 Zopt 50ms G20 R10 a 60mB.czi,czi,raw,Time point 46,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap framefull mag17 Zopt 50ms G20 R10 a 60mB.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/2018-12-03 HTR 03 buds budN05 FEPcap framefull mag17 Zopt 50ms G20 R10 a 60mB.czi,czi,raw,Time point 46,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60minB.czi,Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/2018-12-03 HTR 03 buds budN05 FEPcap Zopt 2angles 50ms G20 R10 a 60minB.czi,czi,raw,Time point 47,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap Zopt 50ms G20 R10 a 60mD.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/2018-12-03 HTR 03 buds budN05 FEPcap Zopt 50ms G20 R10 a 60mD.czi,czi,raw,Time point 49,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 buds budN05 FEPcap Zopt 50ms G20 R10 a 60mD.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/2018-12-03 HTR 03 buds budN05 FEPcap Zopt 50ms G20 R10 a 60mD.czi,czi,raw,Time point 49,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 cult budN05 FEPcap  Zopt 2angles 50ms G20 R10 a 60minB.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/2018-12-03 HTR 03 cult budN05 FEPcap  Zopt 2angles 50ms G20 R10 a 60minB.czi,czi,raw,Time point 45,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 cult budN05 FEPcap  Zopt 2angles 50ms G20 R10 a 60minB.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/2018-12-03 HTR 03 cult budN05 FEPcap  Zopt 2angles 50ms G20 R10 a 60minB.czi,czi,raw,Time point 45,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 friday.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/1612/2018-12-07 13 30/2018-12-03 HTR 03 friday.czi,czi,raw,Time point 94-163,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03 friday.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/1612/2018-12-07 13 30/2018-12-03 HTR 03 friday.czi,czi,raw,Time point 94-163,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/1612/2018-12-03 HTR 03.czi,czi,raw,Time point 50-94,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Growth,2018-12-03 HTR 03.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Time lapse imaging of a growing flower starting with 0.3 mm-wide floral buds. Captured the entire male meiosis.,,Supplement toxicity,/20191219-disk02/Supplement toxicity/2018-12-03 HTR 03 buds cultivation budN05 FEPcap framefull mag1.7 Zopt 2angles 50ms G20 R10 a 60min/12 48/14 48/15 18/1612/2018-12-03 HTR 03.czi,czi,raw,Time point 50-94,"dual illumination, images taken every 60 min","561nm L, 488nm L, 561nm R, 488nm R "
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 01.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/2019-01-11 FEP HTR cotrol toxicity 01.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 01.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/2019-01-11 FEP HTR cotrol toxicity 01.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 02.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 02.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 02.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 02.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 03.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 03.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 03.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 03.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 04.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 04.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-11 FEP HTR cotrol toxicity 04.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-11 FEP HTR cotrol toxicity 04.czi,czi,raw,day 0,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 01.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/2019-01-15 FEP HTR cotrol toxicity AFTER 01.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 01.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/2019-01-15 FEP HTR cotrol toxicity AFTER 01.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 02.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 02.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 02.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 02.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 03.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 03.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 03.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 03.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 04.czi [0],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 04.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"
Suppl. Flower Control,2019-01-15 FEP HTR cotrol toxicity AFTER 04.czi [1],Arabidopsis thaliana,NCBITaxon,3702,"Chromatin HTA10:RFP (561nm), autofluorescence (488nm)",16 h/8 h light/dark regime at 21 °C ,Flowers of Arabidopsis thaliana HTA10:RFP (561nm) marker line were imaged prior and after 4 day cultivation. This samples serve as a phototoxicity control showing no toxic effect of LSFM on flower growth and development. 4 independent flowers were imaged.,Phototoxicity Control ,Supplement toxicity,/20191219-disk02/Supplement toxicity/other control FEPs/2019-01-15 FEP HTR cotrol toxicity AFTER 04.czi,czi,raw,day 4,,"488nm L, 561nm L, 488nm R, 561nm R"